0.0000,2706.1299,1.96
0.0030,2705.6499,1.96
0.0070,2700.1201,1.959
0.0100,2723.3201,1.964
0.0140,2697.72,1.959
0.0170,2683.29,1.956
0.0210,2682.5701,1.956
0.0240,2709.1399,1.961
0.0280,2695.9099,1.958
0.0310,2677.3999,1.954
0.0350,2698.6799,1.959
0.0380,4504.8101,2.32
0.0420,7734.6201,2.966
0.0450,11031.4,3.625
0.0490,10452.2,3.509
0.0520,10491.7,3.518
0.0560,9592.1904,3.338
0.0590,10708.3,3.561
0.0630,9788.46,3.377
0.0660,10117.4,3.443
0.0690,12834.5,3.986
0.0730,12719.8,3.963
0.0760,12244.1,3.867
0.0800,12735.1,3.966
0.0830,9311.0596,3.281
0.0870,10012.7,3.421
0.0900,9030.8896,3.226
0.0940,8706.6104,3.16
0.0970,12618,3.943
0.1010,12484.5,3.917
0.1040,6266.3501,2.678
0.1080,8979.0898,3.214
0.1110,12540.1,3.927
0.1150,12004.2,3.82
0.1180,12959.6,4.011
0.1220,13026.3,4.024
0.1250,11854.6,3.79
0.1280,5154.5698,2.449
0.1320,2753.01,1.97
0.1350,8501.4404,3.121
0.1390,7019.4702,2.823
0.1420,4352.6499,2.29
0.1460,5505.77,2.521
0.1490,7035.9399,2.825
0.1530,5175.1201,2.453
0.1560,2764.54,1.972
0.1600,4864.1802,2.39
0.1630,4683.5298,2.354
0.1670,3443.8701,2.109
0.1700,7313.2202,2.88
0.1740,7627.52,2.944
0.1770,5344.3501,2.488
0.1810,4123.4399,2.244
0.1840,4867.0698,2.389
0.1880,7692.9102,2.957
0.1910,6314.54,2.682
0.1940,2683.29,1.956
0.1980,3446.52,2.108
0.2010,4379.4502,2.293
0.2050,5647,2.543
0.2080,5607.9302,2.54
0.2120,3537.02,2.124
0.2150,2780.77,1.975
0.2190,2734.98,1.966
0.2220,2723.6799,1.964
0.2260,2736.54,1.966
0.2290,3861.78,2.185
0.2330,5005.0498,2.423
0.2360,5438.5801,2.508
0.2400,5117.0698,2.442
0.2430,5199.3999,2.458
0.2470,4768.27,2.377
0.2500,4306.1299,2.282
0.2530,2747.96,1.969
0.2570,2667.0701,1.952
0.2600,2662.74,1.952
0.2640,2656.1299,1.952
0.2670,2668.51,1.953
0.2710,2679.5701,1.955
0.2740,2678.01,1.955
0.2780,2680.6499,1.955
0.2810,2682.3301,1.955
0.2850,3646.27,2.148
0.2880,5559.02,2.528
0.2920,9046.8799,3.229
0.2950,11583.7,3.734
0.2990,12887.5,3.997
0.3020,8816.9502,3.179
0.3060,9722.5996,3.364
0.3090,9093.3896,3.238
0.3130,8579.21,3.135
0.3160,6335.7002,2.685
0.3190,3072.48,2.035
0.3230,4811.7798,2.382
0.3260,2747.8401,1.969
0.3300,2742.1899,1.967
0.3330,2745.1899,1.969
0.3330,2745.1899,1.968
0.3370,4944.4702,2.41
0.3400,8622.2402,3.144
0.3440,11788.9,3.776
0.3470,13388.6,4.097
0.3510,13302.9,4.081
0.3540,9814.1797,3.382
0.3580,10546.4,3.529
0.3610,10151.1,3.449
0.3650,10234.9,3.466
0.3680,8127.2798,3.047
0.3720,13019.6,4.023
0.3750,11412.3,3.701
0.3780,11942.3,3.807
0.3820,9112.8604,3.241
0.3850,11026.8,3.624
0.3890,8556.9697,3.131
0.3920,10346,3.488
0.3960,7182.6899,2.854
0.3990,9981.9697,3.415
0.4030,10379.7,3.495
0.4060,7025.48,2.824
0.4100,5825.48,2.583
0.4130,3065.02,2.031
0.4170,6490.9902,2.718
0.4200,3524.6399,2.123
0.4240,3583.8899,2.141
0.4270,8916.8301,3.202
0.4310,9316.4697,3.281
0.4340,12882.5,3.995
0.4380,9651.9199,3.35
0.4410,10688.5,3.56
0.4440,11665.6,3.752
0.4480,12679.9,3.954
0.4510,9881.3701,3.395
0.4550,8131.25,3.046
0.4580,8468.3896,3.111
0.4620,5342.1899,2.486
0.4650,6124.6401,2.644
0.4690,7644.3501,2.947
0.4720,7415.8701,2.902
0.4760,8281.4902,3.078
0.4790,11398.7,3.699
0.4830,5294.23,2.477
0.4860,6923.7998,2.809
0.4900,7804.21,2.98
0.4930,2756.1299,1.97
0.4970,2611.78,1.941
0.5000,2612.98,1.942
0.5030,2614.6599,1.942
0.5070,2613.9399,1.942
0.5100,2605.05,1.94
0.5140,2606.6101,1.94
0.5170,2618.8701,1.943
0.5210,2592.55,1.938
0.5240,2584.3799,1.936
0.5280,2632.45,1.946
0.5310,2596.51,1.938
0.5350,2591.5901,1.937
0.5380,7075.1201,2.834
0.5420,10424,3.504
0.5450,12094.5,3.838
0.5490,11484.6,3.716
0.5520,12114.8,3.841
0.5560,9966.9502,3.412
0.5590,11268.1,3.672
0.5630,10638,3.546
0.5660,10320.6,3.484
0.5690,12377.9,3.894
